category,subcategory,source,content,token_length,revision_id,permanent_link,content_id
Health and Medicine,Global Health,Global Health,"Global Health may refer to:

Global Health (database), a bibliographic database which focuses on research literature
Global health, the health of populations in the global context",26,1180774138,https://en.wikipedia.org/w/index.php?title=Global_Health&oldid=1180774138,709eda85d8df
AI and Automation,Automation,Automation surprise,"An automation surprise is an action that is performed by an automation system and is unexpected by the user.  A mode error can be a common cause of an automation surprise.  Automation surprise can be dangerous when it upsets the situational awareness of a control operator.

See also
Human factors
Air safety

External links
Hourizi, Rachid; Johnson, Peter (2001). ""Beyond Mode Error: Supporting Strategic Knowledge Structures to Enhance Cockpit Safety"". CiteSeerX 10.1.1.97.1288.",72,1234531671,https://en.wikipedia.org/w/index.php?title=Automation_surprise&oldid=1234531671,1e8db0d540fa
AI and Automation,Bots,Bots,"Bots may refer to:

The plural form of Bot (disambiguation)

Places
British Overseas Territories, or BOTs, territories under the jurisdiction and sovereignty of the United Kingdom

Arts, entertainment, and media
Bots!!, a 2006 massively multiplayer online game distributed by Acclaim Games
Bots (band), a Dutch-language folk rock group
The Bots, American indie rock band

See also
Big Brother's Bit on the Side (BBBOTS), a daily news/magazine show discussing the television program Big Brother
Bott (disambiguation)
Robot (disambiguation)",77,1244183926,https://en.wikipedia.org/w/index.php?title=Bots&oldid=1244183926,0f6c9d00ee0f
General Science and Research,Science Issues,Issues in Environmental Science and Technology,"Issues in Environmental Science and Technology is a book series by the Royal Society of Chemistry, published twice a year. Each issue's content focuses on a specific theme topic. The series is written by worldwide experts in various specialist fields, and covers broader aspects of the science (such as economics and politics) as well as the narrower chemistry of environmental science. It aims to assess possible practical solutions to perceived environmental problems.  The Editors Commission will review articles from authors that may come from industry, public service and academia.
The current Editors are RE Hester, University of York, England and RM Harrison, University of Birmingham, England.


== References ==",109,1276267273,https://en.wikipedia.org/w/index.php?title=Issues_in_Environmental_Science_and_Technology&oldid=1276267273,e510d77304d9
General Science and Research,Science Issues,Theoretical Issues in Ergonomics Science,"The Theoretical Issues in Ergonomics Science (TIES) journal is an interdisciplinary  peer-reviewed academic journal covering research in human factors and ergonomics. Unlike other ergonomics journals that deal primarily with applications, TIES focuses on theoretical aspects of the science. The journal was established in 2000 and is published by Taylor & Francis. The co-editors are Waldemar Karwowski (University of Central Florida) and Dylan Schmorrow (Chief Scientist, Soar Technology). TIES publishes 6 issues per year, and it is affiliated with the International Conference on Applied Human Factors and Ergonomics.

Abstracting and indexing
The journal is abstracted and indexed in:

British Library Inside
Cambridge Scientific Abstracts
EBSCO Databases
Electronic Collections Online
Ergonomics Abstracts
New Jour
Occupational Safety and Health Database
OCLC ArticleFirst
PsycFIRST
PsycINFO
Zetoc

References
External links
Official website",127,1173050880,https://en.wikipedia.org/w/index.php?title=Theoretical_Issues_in_Ergonomics_Science&oldid=1173050880,3f06a3a4629c
General Science and Research,Science News and Information,Information: The New Language of Science,"Information: The New Language of Science is a 2003 book by Hans Christian von Baeyer, Chancellor Professor of Physics at the College of William and Mary, examining contemporary information science.


== References ==",33,1245552393,https://en.wikipedia.org/w/index.php?title=Information%3A_The_New_Language_of_Science&oldid=1245552393,fff91b05bdee
General Science and Research,Scientists' Views,Blood in the Water (2009 film),"Blood in the Water is a television film that aired on the Discovery Channel in 2009. It was directed by Richard Bedser. It is based on a true-life series of shark attacks that became the inspiration for Peter Benchley's novel Jaws. It was the season premiere of Shark Week on August 2 for the 2009 season.

Plot
Blood in the Water tells the story of a series of shark attacks, that occurred on the New Jersey shore during the summer of 1916. Five people were attacked over the course of 12 days. The Jersey Shore attacks triggered a nationwide panic. It also details how scientists views on sharks and the threat they posed to humans changed in the wake of the attacks.

References
External links
Blood in the Water at IMDb",131,1287533969,https://en.wikipedia.org/w/index.php?title=Blood_in_the_Water_%282009_film%29&oldid=1287533969,7898c95c2161
General Science and Research,Evolution,The Evolution,"The Evolution may refer to:

Ciara: The Evolution, 2006, or its title song
The Evolution (Made Men Music Group album), 2014
The Evolution (Crossfaith song), from Apocalyze, 2013

See also
Evolution (disambiguation)
All pages with titles beginning with The Evolution",40,918304333,https://en.wikipedia.org/w/index.php?title=The_Evolution&oldid=918304333,efb259f5f015
General Science and Research,Space,Spacer,"A spacer can refer to something used to separate two parts in an assembly.
Spacer can also refer to:

Arts and entertainment
Spacer (album), a 2011 album by Jason Adasiewicz
""Spacer"", a song by Sheila and B. Devotion from the 1980 album King of the World
""Spacer"", a 1938 short story by Sydor Rey
Spacers, a fictional sociocultural group in Isaac Asimov's Robot series of novels and short stories

Science and technology
Biology and medicine
Asthma spacer, medical equipment
Orthodontic spacer
Spacer DNA, in genetics
Spacer in joint replacement

Other uses in science and technology
Spacer, an element in HTML web design
Spacers and standoffs, unthreaded pieces of rigid tubing, often used in electronic equipment
Rebar spacer, in concrete construction

Oil and gas industry
Spacer, a viscous fluid used to remove drilling fluids ahead of cement slurry. The spacer is made up with specific fluid attributes, such as viscosity and density that are designed to prohibit the interaction between the mud and cement slurry.

Other uses
Spacer (self-storage), an Australian online market for self storage
Spacer or flesh tunnel, a type of body piercing

See also
Space (disambiguation)
Spacing (disambiguation)
Placeholder (disambiguation)",192,1284207330,https://en.wikipedia.org/w/index.php?title=Spacer&oldid=1284207330,d8a59f81828f
Lifestyle,Entertainment,That's Entertainment,"That's Entertainment may refer to:

Music
""That's Entertainment!"" (song), from the 1953 musical film The Band Wagon
That's Entertainment! (album), 1960 recording by Judy Garland
""That's Entertainment"" (The Jam song), 1980 recording from the album Sound Affects
That's Entertainment (album), 2000 recording by the Japanese group Cymbals

Film
That's Entertainment!, 1974 retrospective celebrating the films of Metro-Goldwyn-Mayer
That's Entertainment, Part II, 1976 sequel to That's Entertainment!
That's Entertainment! Part III, 1994 sequel toThat's Entertainment!

Television
Series
That's Entertainment (Emirati TV program), weekly celebrity gossip show launched in 2011
That's Entertainment (Philippine TV program), Philippine teen variety show broadcast from 1986 to 1996

Episodes
""That's Entertainment!"" (Johnny Bravo), a 2004 episode of Johnny Bravo
""That's Entertainment"" (Gotham), 2018 episode of Gotham
""That's Entertainment"" (Hazbin Hotel), 2019 episode of Hazbin Hotel

Other
That's Entertainment (comic shop), founded in 1980 in Worcester, Massachusetts, U.S.",141,1294323708,https://en.wikipedia.org/w/index.php?title=That%27s_Entertainment&oldid=1294323708,fa5c21a43751
Lifestyle,Lifestyle,The Lifestyle,"The Lifestyle is a 1999 American documentary about swinging in the United States.

See also
American Swing
Swingtown
Plato's Retreat
Open marriage

References
External links
The Lifestyle at IMDb",29,1283749152,https://en.wikipedia.org/w/index.php?title=The_Lifestyle&oldid=1283749152,d5b66331a3a9
Lifestyle,Lifestyle,Lifestyle photography,"Lifestyle photography is a genre of photography that mainly aims to capture portraits of people in situations, real-life events, or milestones in an artistic manner. The primary goal is to tell stories about people's lives or to inspire people at different times. Thus, it covers multidisciplinary types of photography together.
Even though lifestyle photography is about telling a story and documenting the subject's natural environment, lighting and posing still plays a huge factor. Lifestyle photography is ""posed"" in an informal way such that the photographer gives some prompts and then documents the natural responses and candid moments that follow. Most lifestyle photographers prefer to position their subjects strategically in natural lighting for a “real-life” effect, but some often use external lighting as well in a manner that looks as if it is pre-existing in the environment.


== References ==",139,1253153665,https://en.wikipedia.org/w/index.php?title=Lifestyle_photography&oldid=1253153665,ca4455c3c3ce
Lifestyle,Time Use,Time allocation,"Time allocation may refer to:

Time management, the skill of allocating time by a person
Time-use research, the study of how people spend their time
A time allocation motion, a type of procedural motion in Canadian Parliament. See Cloture.",39,1292240722,https://en.wikipedia.org/w/index.php?title=Time_allocation&oldid=1292240722,3ef856103137
Lifestyle,Time Use,Time-use survey,"A time-use survey is a statistical survey which aims to report data on how, on average, people spend their time.

Objectives
The objective of the Time-Use survey is to identify, classify and quantify the main types of activity that people engage in during a definitive time period, e.g. a year, a month, etc. Many surveys are used for calculation of unpaid work done by women as well as men in particular locality.

See also
American Time Use Survey
Productive and unproductive labour
Value added
Metropolitan Travel Survey Archive

References
Origin of Time Use surveys
British ESRC Time Use programme
Japanese info #2
Info from Germany and some other countries
United States info #2
British info #2
Info from Statistics New Zealand
Canadian info #2
United Nations, Guide to Producing Statistics on Time-use Measuring Paid and Unpaid Work. New York: United Nations, 2005.",142,1191893691,https://en.wikipedia.org/w/index.php?title=Time-use_survey&oldid=1191893691,b98e1bb4e999
Lifestyle,Transportation,Transportation Act,"Transportation Act may refer to:

Great Britain
Transportation Act 1718

United States
Transportation Act of 1958
Transportation Act of 2005",20,1172940568,https://en.wikipedia.org/w/index.php?title=Transportation_Act&oldid=1172940568,65a7d65874ef
Lifestyle,Video,.video,".video is a generic top-level domain in the Domain Name System of the Internet. Its name suggests the intended use by producers, bloggers, videographers to showcase pod-casts to broadcasts, reach out and create an instant recall value.


== References ==",40,1270334121,https://en.wikipedia.org/w/index.php?title=.video&oldid=1270334121,e3165d74c090
Lifestyle,Friendships,Friendships (Lost My Love),"""Friendships"" is an instrumental electronic dance music song by Pascal Letoublon, released in 2017.  Lyrics sung by Leony were added in 2020 and released as ""Friendships (Lost My Love)"".
The song is notable for being one of the most widely used backing tracks used on viral videos.
In October 2022, ""Friendships (Lost My Love)"" was nominated for an NRJ Music Award in the ""Social Hit"" category.
As of 2021, the instrumental version of the song had received 75 million views on Youtube, and 40 million plays on other streaming services.
During 2022 Gabry Ponte remixed and released another variant of ""Friendships (Lost My Love) ft. Leony"".

Charts
Certifications


== References ==",111,1282631817,https://en.wikipedia.org/w/index.php?title=Friendships_%28Lost_My_Love%29&oldid=1282631817,03cc0c44f4a9
International Institutions and Alliances,European Union,Public holidays in the European Union,"The European Union does not set public holidays for its member states. However the European Commission does set public holidays for the employees of the institutions of the European Union.
The holidays will typically cover the following dates of significance and movable feasts:

This list includes all ten public holidays in Belgium, except for Armistice Day (11 November). For Luxembourg, Belgian National Day is replaced by the Luxembourgish National Day.

See also
Work–life balance in the European Union
For information on public holidays in individual EU member states see below:


== References ==",93,1229525772,https://en.wikipedia.org/w/index.php?title=Public_holidays_in_the_European_Union&oldid=1229525772,8ff149d56570
International Institutions and Alliances,"Organizations, Alliances and Treaties",List of military alliances,"A military alliance is a legally binding treaty between two or more parties in which the contracting parties agree to mutually protect one another militarily in case of an armed conflict. Military alliances differ from coalitions, which are formed in response to a specific crisis and last until the crisis is resolved. Numerous forms of military and defensive alliances have existed between states since early human history. This is a comprehensive list of the most important alliances.

Before AD 1200
1200–1899
1900–1944
1945–present
See also
List of intergovernmental organizations
List of treaties
Defense pact

Notes


== References ==",98,1294397595,https://en.wikipedia.org/w/index.php?title=List_of_military_alliances&oldid=1294397595,6293a0547d3e
International Institutions and Alliances,Non-U.S. Governments,World Leaders,"World Leaders, also known as Chiefs of State and Cabinet Members of Foreign Governments, is a public domain directory published weekly by the United States Central Intelligence Agency. It lists different state officials for each country of the world: the head of state and/or head of government and other cabinet ministers, the chief of the central bank, and the ambassadors to the United Nations and the United States.

See also
The International Who's Who
List of current heads of state and government
National Security Agency academic publications
World-Check

References
External links
World Leaders
World Leaders Autograph Society, the international community of collectors who collect autographs of world leaders",108,1292012473,https://en.wikipedia.org/w/index.php?title=World_Leaders&oldid=1292012473,fbe585529e79
Methodology,Online Random Sample Surveys,Opinion polling for the 46th Canadian federal election,"This table provides a list of scientific, nationwide public opinion polls conducted from the 2025 Canadian federal election leading up to the 46th Canadian federal election.

National polls
Pre-campaign period
Graph
Data table
Leadership polls
Aside from conducting the usual opinion surveys on general party preferences, polling firms also survey public opinion on which political party leader would make the best prime minister:

May 2025 – Present
May 2025
Government approval polls
See also
Notes


== References ==",78,1294771582,https://en.wikipedia.org/w/index.php?title=Opinion_polling_for_the_46th_Canadian_federal_election&oldid=1294771582,4b5efa5de9a2
Methodology,Online Random Sample Surveys,2025 Canadian federal election in Manitoba,"In the 2025 Canadian federal election, 14 members of Parliament were elected to the House of Commons from the province of Manitoba (4.1% of all members).

2022 electoral redistribution
The 2025 Canadian federal election was the first election to utilize the electoral districts established following the 2022 Canadian federal electoral redistribution. The House of Commons increased from 338 seats to 343 seats. Manitoba's seat allocation stayed the same at 14 seats. This ensures that the average population per constituency in Manitoba is 95,868 (according to the 2021 Canadian census), which is 11,980 less people per electoral district than the national average.

Timeline
Predictions
Results
Summary
Comparison with national results
Notes


== References ==",113,1293939055,https://en.wikipedia.org/w/index.php?title=2025_Canadian_federal_election_in_Manitoba&oldid=1293939055,bd6910e6364d
Methodology,Online Random Sample Surveys,2025 Canadian federal election in Nova Scotia,"In the 2025 Canadian federal election, 11 members of Parliament were elected to the House of Commons from the province of Nova Scotia (3.2% of all members).

2022 electoral redistribution
The 2025 Canadian federal election was the first election to utilize the electoral districts established following the 2022 Canadian federal electoral redistribution. The House of Commons increased from 338 seats to 343 seats. Nova Scotia's seat allocation stayed the same at 11 seats. This ensures that the average population per constituency in Nova Scotia is 88,126 (according to the 2021 Canadian census), which is 19,722 less people per electoral district than the national average.

Timeline
Predictions
Results
Summary
Comparison with national results
See also
Notes


== References ==",118,1293140412,https://en.wikipedia.org/w/index.php?title=2025_Canadian_federal_election_in_Nova_Scotia&oldid=1293140412,9d72bbd5cb0e
Methodology,Online Random Sample Surveys,Opinion polling for the 2026 Brazilian presidential election,"Since the 2022 Brazilian general election, polling companies have published surveys tracking voting intention for the 2026 Brazilian general election. The results of these surveys are listed below in reverse chronological order and include candidates who frequently polled above 3% and are registered in a party as well elegible by the Superior Electoral Court of Brazil.

Pre-campaign period
2025
First round
Second round
2024
First round
See also
President of Brazil
Opinion polling for the 2022 Brazilian general election

Notes


== References ==",83,1294067158,https://en.wikipedia.org/w/index.php?title=Opinion_polling_for_the_2026_Brazilian_presidential_election&oldid=1294067158,dbbf42345d7e
Methodology,Online Surveys,Paid survey,"A paid or incentivized survey is a type of statistical survey where the participants/members are rewarded through an incentive program, generally entry into a sweepstakes program or a small cash reward, for completing one or more surveys.

Details
A paid survey is used to collect quantitative information about the participants' personal and economic habits set against their particular demographic.
Legitimate surveys are usually unpaid (as with a Gallup poll) or incentivized. Surveys where the respondent must pay or purchase products to join a panel are generally scams, as are sites that disappear before paying the participants. Legitimate surveys do not need credit card information from respondents.

See also
Survey data collection
payment methods


== References ==",116,1291430580,https://en.wikipedia.org/w/index.php?title=Paid_survey&oldid=1291430580,a8f51decb978
Methodology,Online Surveys,Comparison of survey software,"Software tools for surveys are varied, ranging from desktop applications to complex web systems for monitoring consumer behaviour. The tables includes general and technical information for notable Computer-assisted survey information collection (CASIC) software.

See also
Comparison of statistical packages
Computer-assisted qualitative data analysis software


== References ==",47,1286191700,https://en.wikipedia.org/w/index.php?title=Comparison_of_survey_software&oldid=1286191700,454bb98afc2d
Methodology,Online Surveys,Opinion polling for the 46th Canadian federal election,"This table provides a list of scientific, nationwide public opinion polls conducted from the 2025 Canadian federal election leading up to the 46th Canadian federal election.

National polls
Pre-campaign period
Graph
Data table
Leadership polls
Aside from conducting the usual opinion surveys on general party preferences, polling firms also survey public opinion on which political party leader would make the best prime minister:

May 2025 – Present
May 2025
Government approval polls
See also
Notes


== References ==",78,1294771582,https://en.wikipedia.org/w/index.php?title=Opinion_polling_for_the_46th_Canadian_federal_election&oldid=1294771582,4b5efa5de9a2
Methodology,Research Explainers,"Sex, Explained","Sex, Explained is an American documentary limited series produced by Vox. The series, along with The Mind, Explained, is a spin-off of the television series Explained. Episodes of the show explore various topics around the subject of sex, seeking to explain nuances and trends. The series is narrated by Janelle Monáe and debuted on Netflix on January 2, 2020.

Episodes
Reception
Reviews for Sex, Explained have been generally positive. Review aggregator Rotten Tomatoes reported an approval rating of 100% based on 5 reviews. The Daily Beast's Jordan Julian said, ""Though by no means a substitute for comprehensive sex ed, the Janelle Monáe-narrated series provides adults with a valuable supplement to whatever knowledge they may (or may not) have gleaned from school and experience."" Ashlie D. Stevens of Salon described the series as an ""entertaining and informative start to some more adult-oriented sex education."" Stevens also noted how the series reflected the strength of the Explained series, saying, ""But Sex, Explained excels in finding a voice that is smarter than it is steamy, which isn't a surprise if you've watched the Explained Netflix series that preceded it.""

References
External links
Sex, Explained on Netflix 
Sex, Explained at IMDb",197,1288717110,https://en.wikipedia.org/w/index.php?title=Sex%2C_Explained&oldid=1288717110,38b0e1546b7c
Digital Commerce and Consumption,E-Commerce,Timeline of e-commerce,"This page is a timeline of e-commerce. Major launches, milestones and other major events are included.

Overview
Timeline
See also
Timeline of online video
Timeline of social media
Timeline of online advertising


== References ==",35,1257958698,https://en.wikipedia.org/w/index.php?title=Timeline_of_e-commerce&oldid=1257958698,a84ef1f53dbe
Gaming and Entertainment,Gaming,Gaming,"Gaming may refer to:

Games and sports
The act of playing games, as in:

Legalized gambling, playing games of chance for money, often referred to in law as ""gaming""
Playing a role-playing game, in which players assume fictional roles
Playing a tabletop game, any game played on a flat surface
Playing a video game, an electronic game with a video interface
Esports, competitive video gaming
Video game culture
Gaming, a character in 2020 video game Genshin Impact

Other uses
Gaming, Austria, an Austrian market town and municipality
Gaming the system, manipulating a system's rules to achieve a desired outcome
""Gaming"" (The Apprentice), a 2022 television episode

See also
Gamble (disambiguation)
Game (disambiguation)
Gamer, a person who plays games, especially video games
History of games
Online gaming (disambiguation)",127,1267277590,https://en.wikipedia.org/w/index.php?title=Gaming&oldid=1267277590,9ee096b60942
Gaming and Entertainment,Gaming,Online gaming,"Online gaming may refer to:

Online game, a game played over a computer network
Online gambling, gambling using the Internet

See also
Gamble (disambiguation)
Game (disambiguation)
Gamer, a person who plays games, especially video games
Gaming (disambiguation)",37,1281050848,https://en.wikipedia.org/w/index.php?title=Online_gaming&oldid=1281050848,c3bdf4f4c65a
Alternative & Emerging Economies,Remittances,List of countries by remittances received,"The following article presents a comprehensive overview of countries ranked by the amount of remittances they receive from abroad. Remittances, defined as monetary transfers made by migrants to their home countries, play a crucial role in global economies and the livelihoods of individuals and families. In some countries, remittances account for more than 30% of the total economic output.

Ranking
Countries by remittances received and remittances received as a percent of GDP according to data by the World Bank.


== References ==",82,1291765744,https://en.wikipedia.org/w/index.php?title=List_of_countries_by_remittances_received&oldid=1291765744,efda552faa24
Alternative & Emerging Economies,Gig and Sharing Economies,After the Gig,"After the Gig: How the Sharing Economy Got Hijacked and How to Win It Back is a 2020 book by Juliet Schor.

Bibliography
External links
Official website",27,1266970328,https://en.wikipedia.org/w/index.php?title=After_the_Gig&oldid=1266970328,ce5458dd969f
Digital Communication & Social Platforms,Instagram,List of most-followed Instagram accounts,"This page shows the 50 accounts with the most followers on the social media platform Instagram, with each amount rounded down to the nearest million followers. The most-followed account is Instagram's own account. The most-followed person is Portuguese footballer Cristiano Ronaldo.

List
See also
List of most-liked Instagram posts
List of most-followed Facebook pages
List of most-followed Twitter accounts
List of most-followed TikTok accounts
List of most-subscribed YouTube channels
List of most-viewed YouTube videos
List of most-streamed artists on Spotify
List of Spotify streaming records
List of most-followed Twitch channels


== References ==",93,1293931363,https://en.wikipedia.org/w/index.php?title=List_of_most-followed_Instagram_accounts&oldid=1293931363,df0969388a41
Digital Communication & Social Platforms,Instagram,Timeline of Instagram,"== Timeline ==

See also
Timeline of Pinterest
Timeline of Snapchat
Timeline of Twitter
Timeline of Facebook
Timeline of social media


== References ==",24,1293883075,https://en.wikipedia.org/w/index.php?title=Timeline_of_Instagram&oldid=1293883075,1240239fd0ee
Digital Communication & Social Platforms,Instagram,Rich Kids of Instagram,"Rich Kids of Instagram may refer to:

Rich Kids of Instagram (documentary), a 2015 British television programme
Rich Kids of Instagram (TV series), a 2016 British reality TV series
Rich Kids of Instagram: A Novel, a book published in 2014
Rich Kids of the Internet or RKOI, a social media channel originally known as Rich Kids of Instagram

See also
Rich Kids of Beverly Hills",65,1274812850,https://en.wikipedia.org/w/index.php?title=Rich_Kids_of_Instagram&oldid=1274812850,92643b9abbf3
Digital Communication & Social Platforms,TikTok,TikTok Shop,"TikTok Shop is an e-commerce feature of the video hosting service TikTok. Officially launched in September 2023, the feature enables users interested in starting a business and generating income to upload their curated products on TikTok for others to discover and purchase. Daily sales averaged approximately US$7 million in October 2023.

History
In October 2019, TikTok announced its partnership with Shopify for a feature called TikTok: For Business.
In November 2022, ByteDance commenced beta testing of the platform in the United Kingdom and several Southeast Asian countries. In December 2022, Amazon announced the release of Amazon Inspire, a platform resembling TikTok Shop, in a bid to compete with TikTok itself. 
In September 2023, ByteDance announced the launch of TikTok Shop globally, which was notably influenced by the launch of Amazon Inspire.

Criticism and controversies
Since its launch, TikTok Shop has encountered issues related to misinformation about products, reviews made by generative artificial intelligence to promote certain products, review bombs, and instances of scamming.


== References ==",166,1293845556,https://en.wikipedia.org/w/index.php?title=TikTok_Shop&oldid=1293845556,893d8ba706ee
Digital Communication & Social Platforms,Twitter (X),List of most-followed Twitter accounts,"This list contains the top 50 accounts with the most followers on the social media platform X, formerly and commonly known as Twitter. Notable figures such as Elon Musk, Barack Obama, Cristiano Ronaldo, Narendra Modi, Justin Bieber, Rihanna, Katy Perry, and Donald Trump are at the top of the list, each with over 100 million followers. Katy Perry was the first person to surpass this milestone. As of February 2025, only eight accounts have reached the 100 million mark, with Elon Musk being the only account to exceed 200 million followers.

Most followed accounts
The following table lists the top 50 most-followed accounts on X, with each total rounded down to the nearest hundred thousand, as well as a description of each account.  Some accounts listed below, like  x.com/EllenDeGeneres, have been deleted. Many accounts are inactive for months or years.

See also
List of most-retweeted tweets
List of most-liked tweets
List of most-followed Instagram accounts
List of most-followed TikTok accounts
List of most-followed Facebook pages
List of most-subscribed YouTube channels
List of most-viewed YouTube videos
List of most-streamed artists on Spotify
List of Spotify streaming records
List of most-followed Twitch channels


== References ==",194,1292753459,https://en.wikipedia.org/w/index.php?title=List_of_most-followed_Twitter_accounts&oldid=1292753459,60062747782d
Digital Communication & Social Platforms,Texting,Streaming Text Oriented Messaging Protocol,"Simple (or Streaming) Text Oriented Message Protocol (STOMP), formerly known as TTMP, is a simple text-based protocol, designed for working with message-oriented middleware (MOM).  It provides an interoperable wire format that allows STOMP clients to talk with any message broker supporting the protocol.

Overview
The protocol is broadly similar to HTTP, and works over TCP using the following commands:

CONNECT
SEND
SUBSCRIBE
UNSUBSCRIBE
BEGIN
COMMIT
ABORT
ACK
NACK
DISCONNECT
Communication between client and server is through a ""frame"" consisting of a number of lines.  The first line contains the command, followed by headers in the form <key>: <value> (one per line), followed by a blank line and then the body content, ending in a null character.  Communication between server and client is through a MESSAGE, RECEIPT or ERROR frame with a similar format of headers and body content.

Example
SEND
destination:/queue/a
content-type:text/plain

hello queue a
^@

Implementations
Some message-oriented middleware products support STOMP, such as::

Apache ActiveMQ,
Fuse Message Broker
HornetQ
Open Message Queue (OpenMQ)
RabbitMQ
syslog-ng
Spring Framework


== References ==",172,1283891063,https://en.wikipedia.org/w/index.php?title=Streaming_Text_Oriented_Messaging_Protocol&oldid=1283891063,9baeb6e4dd3f
Digital Communication & Social Platforms,YouTube,List of YouTubers,"YouTubers are people mostly known for their work on the video sharing platform YouTube. The following is a list of YouTubers for whom Wikipedia has articles either under their own name or their YouTube channel name. This list excludes people who, despite having a YouTube presence, are primarily known for their work elsewhere.

YouTube personalities
† Denotes the person is deceased

See also

List of most-subscribed YouTube channels
List of most-viewed YouTube channels
List of Internet phenomena
Viral video


== References ==",82,1294729948,https://en.wikipedia.org/w/index.php?title=List_of_YouTubers&oldid=1294729948,7a84a3d08518
Digital Communication & Social Platforms,Social Media,Timeline of social media,"This page is a timeline of social media. Major launches, milestones, and other major events are included.

Overview
Timeline
An asterisk (*) indicates relaunches.

See also
Timeline of Facebook
Timeline of Instagram
Timeline of LinkedIn
Timeline of Pinterest
Timeline of Snapchat
Timeline of Twitter
Timeline of YouTube


== References ==",50,1294510330,https://en.wikipedia.org/w/index.php?title=Timeline_of_social_media&oldid=1294510330,78ab3c1a6016
Digital Communication & Social Platforms,Online Search,List of Year in Search top searches,"Year in Search (formerly Google Zeitgeist) is an annual list compiled and published by Google since 2001. The report highlights the most popular online search trends of the year, based on aggregate data from searches conducted worldwide, as tracked by Google Trends. It includes top search queries in various categories, both at a global level and for individual countries.

Year in Search lists


== References ==",66,1285320801,https://en.wikipedia.org/w/index.php?title=List_of_Year_in_Search_top_searches&oldid=1285320801,c554284ef067
Digital Communication & Social Platforms,More Platforms and Services,List of social platforms with at least 100 million active users,"This is a list of social platforms with at least 100 million monthly active users. The list includes social networks, as well as online forums, photo and video sharing platforms, messaging and VoIP apps.

List
Integrated services
See also
List of most-visited websites
List of virtual communities with more than 1 million users
List of social networking services

Notes


== References ==",62,1293914852,https://en.wikipedia.org/w/index.php?title=List_of_social_platforms_with_at_least_100_million_active_users&oldid=1293914852,07137ac0688c
U.S. Political Figures,Donald Trump,Presidency of Donald Trump,"Presidency of Donald Trump may refer to:

First presidency of Donald Trump, the United States presidential administration from 2017 to 2021
Second presidency of Donald Trump, the United States presidential administration since 2025

See also
Timeline of the Donald Trump presidencies
First cabinet of Donald Trump (2017–2021)
Second cabinet of Donald Trump (2025–present)
First 100 days of Donald Trump's first presidency, 2017
First 100 days of Donald Trump's second presidency, 2025
First inauguration of Donald Trump, 2017
Second inauguration of Donald Trump, 2025
First presidential transition of Donald Trump (2016–2017)
Second presidential transition of Donald Trump (2024–2025)
Political appointments of the first Trump administration (2017–2021)
Political appointments of the second Trump administration (2025–present)",113,1289503030,https://en.wikipedia.org/w/index.php?title=Presidency_of_Donald_Trump&oldid=1289503030,3f5f18c72434
U.S. Political Figures,Kamala Harris,List of Kamala Harris 2024 presidential campaign endorsements,"A range of notable individuals and organizations endorsed the Kamala Harris 2024 presidential campaign.

Political
Non-political
See also
List of Donald Trump 2024 presidential campaign endorsements
List of former Trump administration officials who endorsed Kamala Harris
List of Joe Biden 2024 presidential campaign endorsements
List of Joe Biden 2020 presidential campaign endorsements
List of Democrats who opposed the Joe Biden 2024 presidential campaign
List of Kamala Harris 2020 presidential campaign endorsements
List of Republicans who oppose the Donald Trump 2024 presidential campaign",82,1265022672,https://en.wikipedia.org/w/index.php?title=List_of_Kamala_Harris_2024_presidential_campaign_endorsements&oldid=1265022672,050d89eb7c05
U.S. Political Figures,George W. Bush,USS George W. Bush,"USS George W. Bush (CVN-83) will be the sixth Gerald R. Ford-class aircraft carrier of the United States Navy. George W. Bush is scheduled to be laid down after 2027. She will be built at Newport News Shipbuilding in Newport News, Virginia.

Naming
The ship's name was announced on 13 January 2025 in a press release by President Joe Biden, together with the name of CVN-82. She will be named for the 43rd President of the United States, George W. Bush. This will be the first ship named after Bush.

See also
List of aircraft carriers of the United States Navy


== References ==",104,1288509770,https://en.wikipedia.org/w/index.php?title=USS_George_W._Bush&oldid=1288509770,e4394d282409
Labor and Employment,Economy and Work,Kyla Scanlon,"Kyla Scanlon (born 1997) is an American financial content creator, educator, and author.

Early life and education
Kyla Scanlon was born in Louisville, Kentucky in 1997. Scanlon graduated from Western Kentucky University's Gordon Ford College of Business in 2019, triple majoring in financial management, economics and business data analytics.

Career
In 2019, Scanlon moved to Los Angeles to begin her career in finance, working for Capital Group in asset management, conducting macroeconomic analysis and modeling investment strategies. Scanlon later founded Bread, a financial education company.
In June 2022, Scanlon coined the term vibecession, a portmanteau of the words ""vibes"" and ""recession"" in her newsletter about Americans' view of their economy. The term was created by Scanlon to describe public perception of the American economy during the presidency of Joe Biden.
Her first book, In This Economy?: How Money and Markets Really Work, was published on May 28, 2024.

Bibliography
Scanlon, Kyla (2024). In This Economy?. Crown Currency. ISBN 9780593727874.

References
External links
Official website",164,1292656718,https://en.wikipedia.org/w/index.php?title=Kyla_Scanlon&oldid=1292656718,5d5e57a573c3
